gene,log2_neuron_over_glia
Btbd35f29,0.0
Spin2f,0.0
Btbd35f26,0.0
CT867961.1,0.0
Spin2e,0.0
Btbd35f25,0.0
Gm21637,0.0
CT868697.1,0.0
Btbd35f2,0.0
Btbd35f1,0.0
Gm5926,0.0
Btbd35f21,0.0
FQ976806.1,0.0
Btbd35f12,0.0
Btbd35f15,0.0
Btbd35f13,0.0
Btbd35f14,0.0
Btbd35f6,0.0
CU019598.1,0.0
Spin2g,0.0
Btbd35f8,0.0
Gm14552,0.0
Gm10486,0.0
Gm2309,0.0
Gm14553,0.0
Gm14819,0.0
Dock11,0.729
Il13ra1,0.237
Zcchc12,1.984
Lonrf3,-1.738
Gm6268,0.0
Gm14569,0.0
Pgrmc1,0.239
Akap17b,1.497
Slc25a43,0.7
Slc25a5,-0.116
Gm14549,-0.077
C330007P06Rik,-0.465
Ube2a,0.242
Nkrf,1.378
Gm15008,0.0
Sept6,1.364
Sowahd,0.0
Rpl39,-0.252
Upf3b,-0.298
Nkap,0.677
Akap14,-0.068
Ndufa1,0.402
Rnf113a1,0.606
Gm9,0.0
Rhox1,0.0
Rhox2a,0.0
Rhox3a,0.0
Rhox4a,0.0
Rhox3a2,0.0
Rhox4a2,0.0
Rhox2b,0.0
Rhox4b,0.0
Rhox2c,0.0
Rhox3c,0.0
Rhox4c,0.0
Rhox2d,0.0
Rhox4d,0.0
Rhox2e,0.0
Rhox3e,0.0
Rhox4e,0.0
Rhox2f,0.0
Rhox3f,0.0
Rhox4f,0.0
Rhox3g,0.0
Rhox2g,0.0
Rhox4g,0.0
Rhox3h,0.0
Rhox2h,0.0
Rhox5,1.064
Rhox6,0.0
Rhox7a,0.0
Rhox8,-0.298
Rhox7b,0.0
Rhox9,0.0
Btg1-ps1,0.0
Btg1-ps2,0.0
Rhox10,0.0
Rhox11,0.0
Rhox12,0.0
Rhox13,0.0
Zbtb33,-0.108
Tmem255a,0.638
Atp1b4,0.0
Lamp2,-1.167
Gm7598,0.114
Cul4b,0.148
Mcts1,0.762
C1galt1c1,-0.066
Gm14565,-0.041
6030498E09Rik,-0.468
Cypt15,0.0
Cypt14,0.0
Gm14643,0.0
Gria3,-1.091
Thoc2,-0.808
Xiap,-0.149
Stag2,-0.963
Tex13c2,0.0
Sh2d1a,-1.077
Tenm1,1.154
Tex13c1,0.0
Dcaf12l2,-0.377
Dcaf12l1,1.739
Prr32,0.0
4930515L19Rik,0.0
Actrt1,0.0
Gm29242,0.0
Smarca1,1.2
Ocrl,0.99
Apln,-2.386
Xpnpep2,-1.173
Sash3,-3.637
Zdhhc9,0.693
Utp14a,-0.246
Bcorl1,-0.54
Elf4,-3.674
Aifm1,0.334
Rab33a,2.051
Zfp280c,-0.81
Slc25a14,0.77
Gpr119,0.819
Rbmx2,0.011
Gm595,0.0
Enox2,-0.081
Gm14696,0.062
Gm14697,0.0
Arhgap36,1.64
Olfr1320,0.0
Olfr1321,0.0
Igsf1,0.57
Olfr1322,0.0
Olfr1323,0.0
Olfr1324,0.0
Firre,-0.091
Stk26,0.514
Frmd7,-0.101
Rap2c,-0.483
Mbnl3,-1.988
Hs6st2,-2.295
Usp26,0.0
1700080O16Rik,0.0
Gpc4,-5.036
Gpc3,-4.067
Gm14582,0.0
A630012P03Rik,0.0
Kis2,-0.234
Ccdc160,-0.192
Phf6,0.065
Hprt,0.902
Gm28730,-1.475
C430049B03Rik,-4.744
Plac1,-1.239
Fam122b,0.053
Fam122c,0.049
Mospd1,-0.403
Etd,0.067
Gm14597,0.808
Rtl8c,0.966
Rtl8a,1.406
Rtl8b,1.336
4930502E18Rik,1.249
1700013H16Rik,0.0
Zfp36l3,0.0
Xlr,-4.253
Gm15482,0.0
Gm16405,0.0
Gm16430,0.0
Slxl1,0.0
3830403N18Rik,-2.11
Gm773,0.0
1600025M17Rik,0.0
Zfp449,-0.218
Gm2155,1.665
Smim10l2a,1.878
Gm2174,0.0
Ints6l,-0.729
Gm648,-0.367
Mmgt1,0.294
Slc9a6,0.839
Fhl1,0.129
Map7d3,-3.431
Adgrg4,0.0
Brs3,0.0
Htatsf1,-0.296
Vgll1,0.0
Gm14718,0.0
Cd40lg,-0.232
Arhgef6,-2.594
Rbmx,-1.447
Gm364,0.0
Gpr101,0.0
Zic3,0.0
4930550L24Rik,0.082
Fgf13,1.104
F9,-0.309
Mcf2,1.64
Atp11c,0.308
Gm7073,0.0
Gm14661,0.0
Sox3,-3.647
Gm14662,-2.569
Gm14664,-1.231
Cdr1os,1.74
Cdr1,0.03
Ldoc1,1.091
4933402E13Rik,0.0
4931400O07Rik,0.0
Tslrn1,-0.219
Gm6760,0.0
3830417A13Rik,0.0
Slitrk4,1.27
Ctag2,0.0
4930447F04Rik,-0.397
Slitrk2,-3.284
1700036O09Rik,0.0
Gm1140,0.0
Gm14692,0.0
4933436I01Rik,0.0
Fmr1,-0.639
Fmr1nb,-0.735
Gm14698,-0.629
Gm6812,0.0
Gm14705,0.0
Aff2,0.967
1700111N16Rik,0.0
1700020N15Rik,0.0
Ids,1.118
1110012L19Rik,0.271
4930567H17Rik,0.0
Tmem185a,0.006
Mamld1,-0.508
Mtm1,-0.093
Mtmr1,0.106
Cd99l2,0.468
Gm16189,0.0
Hmgb3,0.439
Gpr50,0.0
Vma21,-0.338
Gm1141,-0.312
Prrg3,-0.373
Fate1,-0.41
Cnga2,-0.173
Magea4,0.0
Gabre,-1.937
Magea10,0.0
Gabra3,-0.343
Gabrq,-1.07
Cetn2,0.037
Nsdhl,0.209
Gm14684,0.0
Zfp185,-1.534
Pnma5,0.286
Pnma3,1.315
Xlr4a,-0.756
Xlr3a,0.06
Gm20455,0.0
Xlr5a,0.0
Gm14685,0.0
DXBay18,0.0
Xlr5b,0.0
Spin2d,0.0
Xlr3b,0.051
Xlr4b,-0.645
F8a,0.92
Xlr4c,-0.257
Xlr3c,0.0
Xlr5c,0.0
Gm45015,0.0
Zfp275,-0.001
Gm18336,0.0
Gm26726,0.0
Zfp92,1.25
Trex2,0.0
Haus7,-0.337
Bgn,-5.104
Atp2b3,1.876
Dusp9,-0.339
Pnck,1.528
Slc6a8,-1.168
Bcap31,-0.018
Abcd1,0.322
Plxnb3,-4.559
Srpk3,-2.288
Idh3g,0.183
Ssr4,-0.192
Pdzd4,1.353
Gm14817,0.234
L1cam,0.719
Arhgap4,-1.53
Avpr2,0.0
Naa10,0.081
Renbp,-3.37
Hcfc1,0.218
Irak1,-0.007
Mecp2,0.193
Opn1mw,0.591
Tex28,0.0
Tktl1,-0.528
Flna,-2.999
Emd,-0.249
Rpl10,-0.2
Dnase1l1,-2.116
Taz,-0.218
Atp6ap1,0.479
Gdi1,1.261
Fam50a,-0.586
Plxna3,0.667
Lage3,-0.871
Ubl4a,0.106
Slc10a3,-1.166
Fam3a,-0.843
Ikbkg,0.318
G6pdx,0.231
Gm6880,0.0
Olfr1326-ps1,0.0
Olfr1325,0.0
Gm5640,0.0
Gm6890,0.0
Gm5936,0.0
Gab3,-0.739
Dkc1,-0.645
Mpp1,0.303
Smim9,0.211
F8,0.335
Fundc2,-0.159
Cmc4,-0.272
Mtcp1,-0.878
Brcc3,0.285
Vbp1,0.666
Gm15384,0.0
Rab39b,1.592
Gm15063,-0.869
4933407K13Rik,-1.136
Pls3,0.138
Gm14715,0.0
Gm14707,0.0
Gm14717,0.0
Cldn34b3,0.0
Cldn34b4,0.0
Cldn34d,0.0
Tbl1x,-0.532
Prkx,-0.281
Gm14742,0.0
Pbsn,0.0
Gm14744,0.0
5430402E10Rik,0.0
Obp1a,0.0
Gm5938,0.0
Obp1b,0.0
Gm14743,0.0
4930480E11Rik,0.0
Prrg1,-2.751
Fam47c,0.0
Cfap47,1.086
Mageb16,0.181
Tmem47,-0.359
4930595M18Rik,0.0
Dmd,-2.29
Tsga8,0.0
Fthl17a,0.0
Tab3,0.448
Gk,0.007
Gm14764,-0.056
Gm14762,-0.696
5430427O19Rik,-3.219
Samt3,0.0
Nr0b1,0.327
Mageb4,0.0
Il1rapl1,-2.744
Gm27000,0.37
Pet2,0.0
4932429P05Rik,0.0
4930415L06Rik,0.0
Gm44,0.0
Gm14773,0.0
Mageb2,0.0
Gm5072,0.0
Gm8914,0.0
1700084M14Rik,0.0
Gm14781,0.0
Mageb5,0.0
Mageb1,0.0
Mageb18,-0.432
Gm5941,0.0
1700003E24Rik,0.0
BC061195,0.0
Arx,-0.115
Pola1,-1.602
Pcyt1b,0.781
Pdk3,-0.617
AU015836,0.0
Gm14798,0.042
Zfx,-0.94
Eif2s3x,0.443
Klhl15,-0.349
Fam90a1b,0.102
Apoo,0.957
Gm14827,0.615
Maged1,0.239
Gspt2,0.897
Zxdb,-0.107
Gm39526,-0.116
Spin4,-2.634
Arhgef9,0.361
Amer1,-0.002
Asb12,0.0
Pfn5,0.0
Zc4h2,0.633
Zc3h12b,-0.352
1700010D01Rik,0.0
Las1l,-0.344
Msn,0.243
F630028O10Rik,-1.865
Vsig4,0.0
Hsf3,-0.231
Heph,-4.252
Gpr165,0.906
Pgr15l,0.244
Eda2r,-1.787
Ar,-2.201
Ophn1,-0.6
Yipf6,-0.534
Stard8,-4.465
Efnb1,-3.155
Gm14812,-1.288
Gm14809,-0.145
Gm14808,-1.946
Pja1,0.313
Tmem28,0.977
Eda,-3.668
Awat2,-0.319
Otud6a,0.0
Igbp1,-0.153
Dgat2l6,0.0
Awat1,0.0
P2ry4,0.0
Arr3,0.0
Pdzd11,0.072
Kif4,-3.586
Gdpd2,-3.156
Gm14866,0.0
Gm14902,-0.593
Dlg3,-0.033
Tex11,0.318
Slc7a3,1.41
Snx12,0.492
Foxo4,-1.863
Gm614,0.0
Il2rg,-3.471
Med12,-0.86
Nlgn3,-0.141
Gjb1,-1.457
Zmym3,0.458
Nono,-0.17
Itgb1bp2,0.331
Taf1,-0.137
Ogt,-0.257
Cxcr3,-1.463
Gm4779,-0.151
8030474K03Rik,-0.434
Nhsl2,0.095
Rtl5,1.164
Pin4,0.489
Ercc6l,-2.44
Rps4x,-0.267
Cited1,0.132
Gm14858,0.0
Hdac8,-0.494
Phka1,0.041
Gm3880,0.0
Gm9112,0.0
Dmrtc1b,0.0
Dmrtc1c1,0.0
Dmrtc1c2,0.0
1700031F05Rik,0.0
Dmrtc1a,0.383
1700011M02Rik,0.0
1700018G05Rik,0.0
Nap1l2,1.962
Cdx4,0.0
Chic1,0.266
Gm26952,-0.156
Tsx,-0.407
Tsix,-0.966
Xist,-1.007
Jpx,-0.467
Ftx,0.033
Zcchc13,0.0
Slc16a2,0.275
Rlim,-0.71
Nexmif,1.74
Abcb7,0.211
Uprt,0.005
Zdhhc15,0.343
1700121L16Rik,0.0
Magee2,1.205
5530601H04Rik,-0.303
Pbdc1,-0.185
Magee1,1.466
5330434G04Rik,1.675
Cypt2,0.0
Fgf16,-0.08
Atrx,-0.475
Magt1,-1.09
Cox7b,0.682
Atp7a,0.569
Tlr13,-3.007
Pgk1,0.922
Taf9b,0.732
Fnd3c2,0.0
Fndc3c1,-0.237
Cysltr1,-3.859
Gm5127,-0.677
Rtl3,-3.038
Lpar4,-3.386
P2ry10,-1.797
P2ry10b,-2.777
Gpr174,-1.052
Itm2a,-4.413
Tbx22,0.0
2610002M06Rik,0.485
Tent5d,0.0
Gm732,0.0
Brwd3,-0.773
2810403D21Rik,-1.397
Hmgn5,-1.519
Sh3bgrl,-0.116
Gm6377,-3.024
Gm44593,0.0
Pou3f4,-2.012
Cylc1,0.0
Rps6ka6,1.351
Hdx,0.64
Gm45194,0.269
Tex16,0.233
4933403O08Rik,0.0
Apool,-0.3
Satl1,0.0
2010106E10Rik,0.043
Zfp711,0.855
Pof1b,-0.525
Gm14936,0.0
Chm,0.148
Dach2,-0.725
Klhl4,-0.077
Ube2dnl1,0.0
Ube2dnl2,0.0
4930555B12Rik,0.0
Cpxcr1,0.0
H2afb2,0.0
H2afb1,0.0
Gm28579,0.0
Tgif2lx2,0.0
Tgif2lx1,0.0
Gm14929,0.0
Pabpc5,1.352
Pcdh11x,-1.283
H2afb3,0.0
Nap1l3,1.634
Gm17521,0.0
Cldn34c1,-0.043
Astx6,0.0
Gm17577,0.0
Gm14951,0.0
BX088531.1,-0.04
Astx2,0.0
Gm17412,0.0
Cldn34c2,0.0
Gm14950,0.0
Gm17467,0.0
Astx5,0.0
BX571804.1,-0.033
Vmn2r121,0.0
Astx1a,0.0
CR974424.1,0.0
Astx4a,0.0
CR974480.1,0.0
Astx4b,0.0
CR628363.1,0.0
Astx1b,0.0
CR628363.2,0.0
CU041232.1,0.0
CU041232.2,0.0
BX571788.1,0.0
Astx4c,0.0
BX571788.2,0.0
Astx1c,0.0
CR974488.1,0.0
Gm17522,0.0
Astx4d,0.0
BX119993.1,0.0
Astx3,0.0
4932411N23Rik,0.0
Gm382,0.0
4921511C20Rik,0.0
Cldn34c4,0.0
4930558G05Rik,0.0
Diaph2,-0.681
Pcdh19,-0.288
Tnmd,-3.327
Tspan6,0.244
4930570D08Rik,0.0
Srpx2,-2.974
Sytl4,-0.091
Cstf2,0.34
Nox1,-0.089
Xkrx,-0.315
Arl13a,0.0
Trmt2b,0.107
Tmem35a,1.827
Cenpi,-2.491
Drp2,-0.353
Taf7l,0.0
Timm8a1,0.019
Btk,-3.57
Rpl36a,-0.233
Gla,-0.428
Hnrnph2,-0.243
B230119M05Rik,-0.049
Armcx4,0.73
Armcx1,0.65
Armcx6,-1.226
Armcx3,-0.128
Armcx2,0.49
Nxf2,-0.67
Zmat1,-0.772
3632454L22Rik,1.728
Gm15020,0.0
Gm15023,0.0
Tceal6,2.188
Pramel3,0.0
Gm15017,0.0
Gm5128,0.0
Gm7903,0.0
AV320801,0.0
Gm15015,0.0
Nxf7,-1.832
Prame,0.0
Tcp11x2,0.04
Tmsb15a,0.163
Armcx5,0.389
Gprasp1,1.41
Bhlhb9,0.631
Gprasp2,1.282
Arxes2,1.334
Arxes1,1.404
Bex2,1.996
Nxf3,0.269
5730412P04Rik,0.0
Bex4,1.578
Tceal8,-0.344
Tceal5,1.91
Bex1,1.881
Tceal7,1.831
Tceal9,-0.732
Bex3,1.358
Kir3dl2,0.0
Kir3dl1,0.0
Tceal3,1.059
Tceal1,0.417
Morf4l2,-0.072
BC065397,-0.226
Glra4,0.0
Plp1,-4.766
Rab9b,1.489
H2bfm,0.0
Tmsb15b2,1.194
Tmsb15b1,0.351
Slc25a53,0.313
Zcchc18,1.725
Fam199x,0.395
Esx1,0.0
Il1rapl2,0.0
Tex13a,0.0
Nrk,-3.572
Serpina7,0.0
4930513O06Rik,0.0
4933428M09Rik,0.0
Pwwp3b,0.16
Platr21,0.0
Trap1a,0.0
Radx,1.019
Rnf128,0.255
Tbc1d8b,-2.227
Gm15013,-0.099
Ripply1,0.0
Cldn2,-0.251
Morc4,-2.225
Rbm41,-1.034
Nup62cl,0.285
Pih1h3b,0.0
Gm15046,0.0
Frmpd3,1.025
Prps1,0.677
Tsc22d3,-0.01
Mid2,-0.871
Eif2c5,-0.306
Tex13b,0.0
Vsig1,0.0
Psmd10,0.122
Atg4a,-0.641
Col4a6,-2.244
Col4a5,-4.593
Irs4,0.0
Gm15295,0.0
Gm15294,0.0
Gm15298,0.0
Gucy2f,0.0
Nxt2,-1.563
Kcne1l,-2.189
Acsl4,1.156
Tmem164,0.696
Ammecr1,-0.474
Rtl9,-0.045
Chrdl1,-3.906
Pak3,1.956
Capn6,-3.646
Dcx,2.155
A730046J19Rik,-0.178
Alg13,-0.576
Trpc5,0.0
Trpc5os,0.0
Rtl4,0.121
Lhfpl1,-0.237
Amot,-1.351
Htr2c,0.176
Il13ra2,-0.103
Vmn1r239-ps,0.0
Lrch2,0.77
Gm15128,0.0
Gm15080,0.0
Gm15107,0.0
Gm15114,0.0
Gm8334,0.0
Gm15127,0.0
Luzp4,0.0
Gm15099,0.0
Ott,0.0
Gm15092,0.0
Gm15093,0.0
Gm15100,0.0
Gm15085,0.0
Gm15086,0.0
Gm10439,0.0
Gm15097,0.0
Gm15091,0.0
Gm15104,-0.146
Tmem29,0.828
Apex2,-0.095
Alas2,-2.271
Pfkfb1,-0.035
Tro,1.71
Maged2,-0.407
Gm27191,0.0
Gnl3l,1.58
Fgd1,-0.435
Tsr2,0.593
Gm15138,0.191
Wnk3,1.551
A230072E10Rik,0.676
Fam120c,-0.026
Phf8,-0.053
Huwe1,0.26
Hsd17b10,-0.479
Ribc1,-0.837
Smc1a,-0.538
Iqsec2,0.571
Kdm5c,-0.199
Kantr,1.092
Tspyl2,0.311
Gpr173,0.284
3010001F23Rik,0.587
Cldn34a,0.0
Shroom2,-1.301
Gpr143,-0.07
Usp51,1.237
Mageh1,0.139
9530051G07Rik,1.309
Foxr2,0.635
Rragb,1.387
Klf8,1.024
Ubqln2,0.795
Cypt3,0.0
Kctd12b,-4.111
Gm45022,0.404
Nbdy,1.443
Spin2c,1.043
Samt1,0.0
4921511M17Rik,0.0
Gm10057,0.0
Gm15140,0.0
4930524N10Rik,0.0
Samt4,0.0
Samt2,0.0
Cldn34b1,0.0
Magea6,0.0
Magea3,0.0
Magea8,0.0
Magea2,0.0
Magea5,0.0
Magea1,0.0
Cldn34b2,0.0
Sat1,-2.522
Acot9,0.41
Prdx4,-1.037
Ptchd1,1.951
Gm15156,0.051
Gm15155,1.269
Phex,-0.56
Sms,1.631
Mbtps2,-0.029
Yy2,0.0
Smpx,-0.403
Gm15169,0.045
Klhl34,-0.107
Cnksr2,0.837
Rps6ka3,-0.9
Eif1ax,0.278
Map7d2,1.732
Bclaf3,-0.403
Sh3kbp1,-1.103
Map3k15,-0.721
Pdha1,0.356
Adgrg2,0.553
Gm15241,0.0
Phka2,-0.103
Gm15243,0.0
Ppef1,0.715
Rs1,0.0
Cdkl5,0.572
Gja6,-0.345
Scml2,-1.123
Gm15262,0.0
Rai2,0.773
Nhs,0.415
Gm15202,0.0
Reps2,0.727
Gm15201,1.244
Rbbp7,-0.118
Txlng,0.146
Syap1,-0.506
Ctps2,0.391
S100g,0.077
Grpr,0.425
Rnf138rt1,1.483
Ap1s2,1.129
Zrsr2,0.334
Car5b,-3.183
Siah1b,-0.314
Cltrn,0.209
Ace2,-3.228
Bmx,-3.536
Pir,0.645
Vegfd,-0.296
Piga,-1.507
Asb11,-0.949
Asb9,-0.443
Mospd2,-0.208
Fancb,-1.954
Gm17604,0.0
Glra2,1.132
Gemin8,-1.568
Gpm6b,-4.123
Ofd1,-0.272
Trappc2,0.415
Rab9,-0.669
Tceanc,0.099
Egfl6,-2.176
Gm15226,-0.033
Gm1720,-1.584
Gm15230,0.0
Gm8817,-0.247
Gm15232,-1.561
Gm15228,0.0
Tmsb4x,0.238
Tlr8,-0.511
Tlr7,-3.388
Prps2,0.333
Gm15239,0.0
Frmpd4,1.553
Msl3,-0.498
Arhgap6,-1.83
Gm15261,-2.786
Amelx,0.0
Hccs,-0.075
Gm15246,0.288
Gm15245,0.0
Mid1,-1.027
4933400A11Rik,-0.26
G530011O06Rik,-1.317
Gm15726,-0.64
Gm15247,-0.75
Gm21887,0.151
Asmt,0.0
Gm29277,0.0
Gm29089,0.0
Zfy1,0.0
Uba1y,0.0
Gm28588,0.0
Gm28587,0.0
Kdm5d,-0.34
Eif2s3y,-0.525
Gm29650,0.724
Uty,-0.107
Ddx3y,-0.635
Usp9y,0.0
Zfy2,0.0
H2al2c,0.0
Sry,0.0
H2al2b,0.0
Gm4064,0.0
Rbmy,0.0
Gm10256,0.0
Gm10352,0.0
Gm29289,0.0
Gm21677,0.0
Gm21693,0.0
Gm21704,0.0
Gm21708,0.0
Gm3376,0.0
Gm28242,0.0
Gm28357,0.0
Gm29351,0.0
Gm29349,0.0
Gm20918,0.0
Gm29353,0.0
Gm21820,0.0
Gm29158,0.0
Gm21854,0.0
Gm20914,0.0
Gm28171,0.0
Gm28173,0.0
Gm29194,0.0
Gm21778,0.0
Gm29198,0.0
Gm29193,0.0
Gm28430,0.0
Gm28593,0.0
Gm20873,0.0
Gm28919,0.0
Gm21719,0.0
Gm28444,0.0
Gm20830,0.0
Gm28442,0.0
Gm28445,0.0
Gm28999,0.0
Gm21244,0.0
Gm28998,0.0
Gm28398,0.0
Gm28395,0.0
Gm28394,0.0
Gm28393,0.0
Gm20826,0.0
Gm28576,0.0
Gm28575,0.0
Gm28571,0.0
Gm28570,0.0
Gm29049,0.0
Gm20825,0.0
Gm29046,0.0
Gm29043,0.0
Gm29044,0.0
Gm20824,0.0
Gm28147,0.0
Gm28331,0.0
Gm20815,0.0
Gm29364,0.0
Gm29363,0.0
Gm21292,0.0
Gm21721,0.0
Gm29329,0.0
Gm21812,0.0
Gm21874,0.0
Gm20821,0.0
Gm21310,0.0
Gm28509,0.0
Gm20834,0.0
Gm28510,0.0
Gm20737,0.0
Gm29527,0.0
Gm29522,0.0
Gm20777,0.0
Gm28955,0.0
Gm28954,0.0
Gm20828,0.0
Gm28656,0.0
Gm29554,0.0
Gm20812,0.0
Gm37739,0.0
Gm20807,0.0
Gm38084,0.0
Gm37231,0.0
Gm21891,0.0
Gm21425,0.0
Gm37252,0.0
Gm21828,0.0
Gm21440,0.0
Gm21454,0.0
Gm37147,0.0
Gm38159,0.0
Gm21725,0.0
Gm37870,0.0
Gm37378,0.0
Gm21866,0.0
Gm20773,0.0
Gm37561,0.0
Gm37263,0.0
Gm21767,0.0
Gm37130,0.0
Gm37467,0.0
Gm38363,0.0
Gm30174,0.0
Gm30353,0.0
Gm30686,0.0
Gm30737,0.0
Gm37654,0.0
Gm37572,0.0
Gm37344,0.0
Gm37059,0.0
Gm31942,0.0
Gm37440,0.0
Gm37577,0.0
Gm20822,0.0
Gm21809,0.0
Gm20877,0.0
Gm38003,0.0
Rbm31y,0.0
Gm37865,0.0
Gm36941,0.0
Gm21904,0.0
Gm37937,0.0
Gm20772,0.0
Gm20831,0.0
Gm37286,0.0
Srsy,0.0
Gm38028,0.0
Gm21764,0.0
Ssty1,0.0
Gm38072,0.0
Gm37473,0.0
Gm37656,0.0
Gm38127,0.0
Gm38361,0.0
Gm38209,0.0
Gm21822,0.0
Gm37734,0.0
Gm38013,0.0
Gm37948,0.0
Gm34550,0.0
Gm37544,0.0
Gm34716,0.0
Gm37635,0.0
Gm35070,0.0
Gm35134,0.0
Gm37998,0.0
Gm38168,0.0
Gm37740,0.0
Gm36261,0.0
Gm37898,0.0
Gm36467,0.0
Gm37927,0.0
Gm36929,0.0
Gm38174,0.0
Gm29866,0.0
Gm36950,0.0
Gm20909,0.0
Gm20865,0.0
Gm37462,0.0
Gm38370,0.0
Gm38054,0.0
Gm37690,0.0
Gm31571,0.0
Gm32114,0.0
Gm37075,0.0
Gm38371,0.0
Gm37657,0.0
Gm37721,0.0
Gm21366,0.0
Gm33954,0.0
Gm37538,0.0
Gm34217,0.0
Gm37952,0.0
Gm37454,0.0
Gm37840,0.0
Gm37574,0.0
Gm35670,0.0
Gm37687,0.0
Gm38296,0.0
Gm36345,0.0
Gm37157,0.0
Gm20809,0.0
Gm37434,0.0
Gm30045,0.0
Gm21921,0.0
Gm37112,0.0
Gm37071,0.0
Gm37547,0.0
Gm30705,0.0
Gm21773,0.0
Gm37451,0.0
Gm37875,0.0
Gm31422,0.0
Gm37798,0.0
Gm37346,0.0
Gm38136,0.0
Gm37808,0.0
Gm32181,0.0
Gm28853,0.0
Gm28852,0.0
Gm28858,0.0
Gm20890,0.0
Gm28245,0.0
Gm28246,0.0
Gm28249,0.0
Gm28250,0.0
Gm28244,0.0
Gm29021,0.0
Gm28880,0.0
Gm21488,0.0
Gm28454,0.0
Gm28878,0.0
Gm29399,0.0
Gm28799,0.0
Gm28798,0.0
Gm20894,0.0
Gm28938,0.0
Gm29122,0.0
Gm28985,0.0
Gm28725,0.0
Gm28984,0.0
Gm28987,0.0
Gm28986,0.0
Gm28129,0.0
Gm28127,0.0
Gm28128,0.0
Gm28132,0.0
Gm28130,0.0
Gm28131,0.0
Gm29316,0.0
Gm29315,0.0
Gm28216,0.0
Gm28217,0.0
Gm28092,0.0
Gm28091,0.0
Gm29580,0.0
Gm28089,0.0
Gm28088,0.0
Gm29579,0.0
Gm29582,0.0
Gm21529,0.0
Gm29581,0.0
Gm21539,0.0
Gm29578,0.0
Gm21780,0.0
Gm28486,0.0
Gm28487,0.0
Gm28488,0.0
Gm28491,0.0
Gm28490,0.0
Gm21562,0.0
Gm28298,0.0
Gm21572,0.0
Gm28297,0.0
Gm21723,0.0
Gm28296,0.0
Gm21821,0.0
Gm28295,0.0
Gm21842,0.0
Gm28170,0.0
Gm28764,0.0
Gm28762,0.0
Gm28763,0.0
Gm21094,0.0
Gm21588,0.0
Gm28761,0.0
Gm21599,0.0
Gm28765,0.0
Gm21916,0.0
Gm29191,0.0
Gm28210,0.0
Gm29074,0.0
Gm28518,0.0
Gm28519,0.0
Gm28520,0.0
Gm20838,0.0
Gm21626,0.0
Gm28521,0.0
Gm21633,0.0
Gm28522,0.0
Gm28517,0.0
Gm29532,0.0
Gm29531,0.0
Gm28464,0.0
Gm29656,0.0
Gm29655,0.0
Gm29653,0.0
Gm29654,0.0
Gm29080,0.0
Gm29081,0.0
Gm29077,0.0
Gm29078,0.0
Gm29225,0.0
Gm29226,0.0
Gm20855,0.0
Gm29386,0.0
Gm29384,0.0
Gm28260,0.0
Gm28264,0.0
Gm28463,0.0
Gm28585,0.0
Gm20896,0.0
Gm28470,0.0
Gm28469,0.0
Gm28332,0.0
Gm28333,0.0
Gm28336,0.0
Gm28338,0.0
Gm28811,0.0
Gm28810,0.0
Gm20835,0.0
Gm29027,0.0
Gm29028,0.0
Gm29023,0.0
Gm29025,0.0
Gm28212,0.0
Gm20905,0.0
Gm28820,0.0
Gm29671,0.0
Gm20738,0.0
Gm28545,0.0
Gm28547,0.0
Gm28771,0.0
Gm28772,0.0
Gm20897,0.0
Gm28774,0.0
Gm28775,0.0
Gm28176,0.0
Gm28786,0.0
Gm29360,0.0
Gm29497,0.0
Gm29498,0.0
Gm36782,0.0
Gm29839,0.0
Gm28595,0.0
Gm21865,0.0
Gm29433,0.0
Gm29215,0.0
Gm21882,0.0
Gm21801,0.0
Gm28850,0.0
Gm21914,0.0
Gm28617,0.0
Gm28619,0.0
Gm28993,0.0
Gm28994,0.0
Gm21797,0.0
Gm20795,0.0
Gm28427,0.0
Gm21800,0.0
Gm28426,0.0
Gm28425,0.0
Gm28834,0.0
Gm29537,0.0
Gm29274,0.0
Gm29275,0.0
Gm29276,0.0
Gm29645,0.0
Gm28312,0.0
Gm29042,0.0
Gm28311,0.0
Gm28310,0.0
Gm28568,0.0
Gm29286,0.0
Gm29285,0.0
Gm28280,0.0
Gm28278,0.0
Gm28279,0.0
Gm21739,0.0
Gm28886,0.0
Gm29426,0.0
Gm28887,0.0
Gm29444,0.0
Gm29445,0.0
Gm28457,0.0
Gm28458,0.0
Gm28461,0.0
Gm28460,0.0
Gm28851,0.0
Gm28456,0.0
Gm29648,0.0
Gm29646,0.0
Gm28549,0.0
Gm29210,0.0
Gm29213,0.0
Gm28550,0.0
Gm28604,0.0
Gm28565,0.0
Gm28566,0.0
Gm28697,0.0
Gm28554,0.0
Gm21256,0.0
Gm29056,0.0
Gm29098,0.0
Gm29373,0.0
Gm29370,0.0
Gm29166,0.0
Gm28194,0.0
Gm20792,0.0
Gm28754,0.0
Gm28753,0.0
Gm29070,0.0
Gm28553,0.0
Gm28726,0.0
Gm29270,0.0
Gm29271,0.0
Gm21209,0.0
Gm28681,0.0
Gm28684,0.0
Gm28679,0.0
Gm28870,0.0
Gm29511,0.0
Gm29117,0.0
Gm20883,0.0
Gm29116,0.0
Gm29321,0.0
Gm21117,0.0
Gm28317,0.0
Gm28318,0.0
Gm28313,0.0
Gm28315,0.0
Gm28316,0.0
